84.63795833	,
275.721249	,
453.8772571	,
646.2287868	,
819.9979583	,
972.5537386	,
1111.456959	,
1244.502049	,
1329.754776	,
1415.585339	,
1470.696257	,
1484.144567	,
1485.357958	,
1464.144567	,
1410.696257	,
1315.585339	,
1209.754776	,
1084.502049	,
931.4569586	,
762.5537386	,
589.9979583	,
396.2287868	,
183.8772571	,
-34.278751	,
-2.45E+02	,
-456.4453323	,
-684.6013405	,
-876.9528701	,
-1080.722042	,
-1273.277822	,
-1452.181042	,
-1595.226132	,
-1720.478859	,
-1816.309423	,
-1901.420341	,
-1944.86865	,
-1996.082042	,
-1984.86865	,
-1941.420341	,
-1886.309423	,
-1810.478859	,
-1695.226132	,
-1582.181042	,
-1433.277822	,
-1260.722042	,
-1056.95287	,
-864.6013405	,
-636.4453323	,
-4.35E+02	,
-204.278751	,
-6.12274287	,
206.2287868	,
419.9979583	,
622.5537386	,
801.4569586	,
974.5020485	,
1119.754776	,
1235.585339	,
1350.696257	,
1424.144567	,
1475.357958	,
1494.144567	,
1500.696257	,
1475.585339	,
1409.754776	,
1324.502049	,
1231.456959	,
1082.553739	,
929.9979583	,
766.2287868	,
583.8772571	,
395.721249	,
1.75E+02	,
-36.44533233	,
-254.6013405	,
-476.9528701	,
-690.7220417	,
-893.2778219	,
-1082.181042	,
-1265.226132	,
-1410.478859	,
-1556.309423	,
-1691.420341	,
-1784.86865	,
-1876.082042	,
-1934.86865	,
-1971.420341	,
-1966.309423	,
-1940.478859	,
-1905.226132	,
-1822.181042	,
-1733.277822	,
-1630.722042	,
-1496.95287	,
-1314.60134	,
-1166.445332	,
-1.01E+03	,
-804.278751	,
-626.1227429	,
-433.7712132	,
-240.0020417	,
-47.44626144	,
121.4569586	,
284.5020485	,
459.7547756	,
615.5853392	,
720.6962574	,
844.144567	,
945.3579583	,
1004.144567	,
1060.696257	,
1095.585339	,
1089.754776	,
1084.502049	,
1061.456959	,
1002.553739	,
939.9979583	,
846.2287868	,
773.8772571	,
655.721249	,
5.25E+02	,
403.5546677	,
275.3986595	,
143.0471299	,
9.277958333	,
-103.2778219	,
-212.1810419	,
-335.2261319	,
-440.4788589	,
-516.3094225	,
-601.4203407	,
-654.8686504	,
-696.0820417	,
-714.8686504	,
-731.4203407	,
-716.3094225	,
-690.4788589	,
-645.2261319	,
-572.1810419	,
-503.2778219	,
-420.7220417	,
-316.9528701	,
-194.6013405	,
-76.44533233	,
3.46E+01	,
155.721249	,
273.8772571	,
406.2287868	,
529.9979583	,
642.5537386	,
751.4569586	,
844.5020485	,
919.7547756	,
1005.585339	,
1030.696257	,
1074.144567	,
1095.357958	,
1074.144567	,
1060.696257	,
1035.585339	,
979.7547756	,
924.5020485	,
821.4569586	,
732.5537386	,
609.9979583	,
496.2287868	,
363.8772571	,
255.721249	,
1.05E+02	,
-16.44533233	,
-164.6013405	,
-296.9528701	,
-410.7220417	,
-523.2778219	,
-622.1810419	,
-735.2261319	,
-800.4788589	,
-866.3094225	,
-911.4203407	,
-944.8686504	,
-966.0820417	,
